File ID,Illustration,Chp,Part Number,Caption,DB ID,FileName,FileType,Error in print
Figure 8.34,Figure,8,34,"Fig. 8.34. Thumbnail plan of Phase 10a, AI/31. For details, see Plan 4. (d09Z3-1222) ",d09Z3-1222,d09Z3-1222.tif,tif,
Figure 8.35,Figure,8,35,Fig. 8.35. Stage xii (Phase 10a) F18078 below Phase 9 W9800. (p05Z3-0255) ,p05Z3-0255,p05Z3-0255.tif,tif,
Figure 8.36,Figure,8,36,"Fig. 8.36. Thumbnail plan of Phase 10b, AI/31. For details, see Plan 3. (d09Z3-1223) ",d09Z3-1223,d09Z3-1223.tif,tif,
Figure 8.37,Figure,8,37,"Fig. 8.37. Stage xiii (Phase 10b) F18316 between W18296 and W18315, looking east. (p08Z3-1205) ",p08Z3-1205,p08Z3-1205.tif,tif,
Figure 8.38,Figure,8,38,"Fig. 8.38. Stage xiii (Phase 10b) F18316 between W18296 and W18315, looking south. (p08Z3-1206) ",p08Z3-1206,p08Z3-1206.tif,tif,
Figure 8.39,Figure,8,39,"Fig. 8.39. Thumbnail plan of Phase 10c, AI/31. For details, see Plan 2. (d09Z3-1224) ",d09Z3-1224,d09Z3-1224.tif,tif,
Figure 8.40,Figure,8,40,"Fig. 8.40. F18330 between W18315 and W18296, looking south. (p05Z3-0726) ",p05Z3-0726,p05Z3-0726.tif,tif,
Figure 8.41,Figure,8,41,"Fig. 8.41. F18353 running under W18296, looking south. Background: W18315. (p05Z3-0261) ",p05Z3-0261,p05Z3-0261.tif,tif,
Figure 8.42,Figure,8,42,"Fig. 8.42. Phases 11 and 12 debris layers and flimsy pit/silo L18399, damaged on the south, below W9715, looking south. (p05Z3-0205) ",p05Z3-0205,p05Z3-0205.tif,tif,
Figure 8.43,Figure,8,43,"Fig. 8.43. Probe in southeastern corner of AI/31; Phase 11a L18399, Phase 12 F18414 and debris loci of Phases 11 and 12. (p05Z3-0207) ",p05Z3-0207,p05Z3-0207.tif,tif,
Figure 8.44,Figure,8,44,Fig. 8.44. Locus genealogy for AI/31. (d09Z3-1250) ,d09Z3-1250,d09Z3-1250.tif,tif,
Figure 9.1,Figure,9,1,"Fig. 9.1. Thumbnail plan of Phase 6, AI/32. For details, see Plans 8–9. (d09Z3-1226) ",d09Z3-1226,d09Z3-1226.tif,tif,
Figure 9.2,Figure,9,2,"Fig. 9.2. W9728 cut by W9626 (Phase 6) and reaching W9704 (Phase 7), looking east. (p05Z3-0586) ",p05Z3-0586,p05Z3-0586.tif,tif,
Figure 9.3,Figure,9,3,"Fig. 9.3. W9262, looking west. Lower left: stone phase of W9729. Center: reed-mat wall W9275 (Phases 7–8) and narrow wall W9841 (Phase 7). (p06Z3-0001) ",p06Z3-0001,p06Z3-0001.tif,tif,
Figure 9.4,Figure,9,4,"Fig. 9.4. Juncture of Phases 6–9 W9684 with Phase 6 W9729, on top of Phases 7–8 W9262a–b, looking southeast. (p05Z3-0604) ",p05Z3-0604,p05Z3-0604.tif,tif,
Figure 9.5,Figure,9,5,"Fig. 9.5. Phase 6b L9660, looking northeast. (p05Z3-0602) ",p05Z3-0602,p05Z3-0602.tif,tif,
Figure 9.6,Figure,9,6,"Fig. 9.6. Phase 6c F9673, which probably reached W9626, looking northeast. (p05Z3-0603) ",p05Z3-0603,p05Z3-0603.tif,tif,
Figure 9.7,Figure,9,7,"Fig. 9.7. Thumbnail plan of Phases 7a–b, AI/32. For details, see Plan 7. (d09Z3-1227) ",d09Z3-1227,d09Z3-1227.tif,tif,
Figure 9.8,Figure,9,8,"Fig. 9.8. Schematic section showing Phases 7–8 floor relations to W9887, looking east. (d09Z3-1228) ",d09Z3-1228,d09Z3-1228.tif,tif,
Figure 9.9,Figure,9,9,"Fig. 9.9. Schematic section showing Phases 6–8 floor relations to W9728, looking north. (d09Z3-1229) ",d09Z3-1229,d09Z3-1229.tif,tif,
Figure 9.10,Figure,9,10,"Fig. 9.10. Schematic section showing Phases 6–9 floor relations to W9729 and W9262, looking east. (d09Z3-1230) ",d09Z3-1230,d09Z3-1230.tif,tif,
Figure 9.11,Figure,9,11,Fig. 9.11. Schematic section showing Phases 6–8 floor relations to W9626 and W9704. (d09Z3-1231) ,d09Z3-1231,d09Z3-1231.tif,tif,
Figure 9.12,Figure,9,12,"Fig. 9.12. Schematic sections showing Phases 7–10 floor relations to W9140(S), W18048 and W9915. Left section: relation north of and including westernmost pier in W18229a. Right section: relation to south of pier. (d09Z3-1232) ",d09Z3-1232,d09Z3-1232.tif,tif,
Figure 9.13,Figure,9,13,"Fig. 9.13. Southern end of W9140(S), AJ/32, looking east. Center right: small stones may mark the bottom of Phase 2 sump L9048, covering L9558, an earlier pit, or the unlined base of the sump. (p10Z3-0072) ",p10Z3-0072,p10Z3-0072.tif,tif,
Figure 9.14,Figure,9,14,"Fig. 9.14. Phase 7 mudbrick W9704 abutted by W9728b, looking west. (p08Z3-1274) ",p08Z3-1274,p08Z3-1274.tif,tif,
Figure 9.15,Figure,9,15,"Fig. 9.15. F9678 likely reached W9704, below Phase 6 W9626 (right), looking northeast. (p05Z3-0605) ",p05Z3-0605,p05Z3-0605.tif,tif,
Figure 9.16,Figure,9,16,"Fig. 9.16. Phase 7a F9690 = F9640, cut by W9626 on the right, looking east. (p05Z3-0594) ",p05Z3-0594,p05Z3-0594.tif,tif,
Figure 9.17,Figure,9,17,"Fig. 9.17. Phase 7a F9623 in Room 9661 reaches W9704 below Phase 6 W9626, looking south. (p06Z3-0002) ",p06Z3-0002,p06Z3-0002.tif,tif,
Figure 9.18,Figure,9,18,"Fig. 9.18. F9712 reaches W9728b (stone stage), looking south. Left: Phase 7 W9704 below W9626. (p05Z3-0607) ",p05Z3-0607,p05Z3-0607.tif,tif,
Figure 9.19,Figure,9,19,"Fig. 9.19. In situ assemblage on F9814 which reaches W9278b, looking east. (p05Z3-0589) ",p05Z3-0589,p05Z3-0589.tif,tif,
Figure 9.20,Figure,9,20,"Fig. 9.20. Western face of W9728 with in situ vessels on F9814, looking north. (p05Z3-0588) ",p05Z3-0588,p05Z3-0588.tif,tif,
Figure 9.21,Figure,9,21,"Fig. 9.21. F9824 and W9728a–b, looking east. Right: W9626. Left: W9262a-b and top of stage vii mudbrick W9887 at floor level (left end of meter stick). (p05Z3-0593) ",p05Z3-0593,p05Z3-0593.tif,tif,
Figure 9.22,Figure,9,22,"Fig. 9.22. F9661 reaches uppermost preserved part of W9704, just below lowest stones in Phase 6 W9626, looking northeast (photograph courtesy of Andrew Stewart). (p10Z3-0073) ",p10Z3-0073,p10Z3-0073.tif,tif,
Figure 9.23,Figure,9,23,"Fig. 9.23. Lower center: Phase 6 W9626 above Phase 7 W9704. Foreground right: Phase 7 W9728, W9262 and W9887. Background center: Phase 7 pavement F9300 and W9140(S) to its west. Foreground left: part of wall of Phase 9 trough L9982. (p05Z3-0591) ",p05Z3-0591,p05Z3-0591.tif,tif,
Figure 9.24,Figure,9,24,"Fig. 9.24. AI–AJ/32; Phase 7 rooms in area of Phases 8–9 courtyard, looking east. Foreground: Room 9300. Far right: Room 9661. Background: Room 9813. Note small space north of W9887 where F9857 (above) and F9879 (below) were located. (p08Z3-1126) ",p08Z3-1126,p08Z3-1126.tif,tif,
Figure 9.25,Figure,9,25,"Fig. 9.25. F9703 reaches W9704, looking north. (p05Z3-0608) ",p05Z3-0608,p05Z3-0608.tif,tif,
Figure 9.26,Figure,9,26,"Fig. 9.26. F9813, W9728 and W9626, looking south. (p05Z3-0595) ",p05Z3-0595,p05Z3-0595.tif,tif,
Figure 9.27,Figure,9,27,"Fig. 9.27. F9879 below W9887, looking northeast. (p05Z3-0592) ",p05Z3-0592,p05Z3-0592.tif,tif,
Figure 9.28,Figure,9,28,"Fig. 9.28. Thumbnail plan of Phase 8, AI/32. For details, see Plan 6. (d09Z3-1233) ",d09Z3-1233,d09Z3-1233.tif,tif,
Figure 9.29,Figure,9,29,"Fig. 9.29. Phase 8 F18035 (below Phase 7 F9300) and W9140(S) (Phases 6–7 in AJ/32) on top of Phases 8–9 W18048, looking west. (p05Z3-0587) ",p05Z3-0587,p05Z3-0587.tif,tif,
Figure 9.30,Figure,9,30,"Fig. 9.30. Poorly preserved installation L18036 on stones of F18035, sloping up against W18048, looking west (photograph courtesy of Andrew Stewart). (p10Z3-0074) ",p10Z3-0074,p10Z3-0074.tif,tif,
Figure 9.31,Figure,9,31,"Fig. 9.31. Phase 8 F9953 with W9262a-b, W9728b and W9704; Phase 6 W9626 above, looking east. Foreground: Phase 7 stone pavement F9300. (p05Z3-0599) ",p05Z3-0599,p05Z3-0599.tif,tif,
Figure 9.32,Figure,9,32,"Fig. 9.32. Phase 8 F9834 running under W9728b, looking west. (p05Z3-0596) ",p05Z3-0596,p05Z3-0596.tif,tif,
Figure 9.33,Figure,9,33,"Fig. 9.33. Phase 8?/7d? F9727 reaches W9704 below Phase 6 W9626, looking west. Note pit L9736 cut from the floor. (p05Z3-0606) ",p05Z3-0606,p05Z3-0606.tif,tif,
Figure 9.34,Figure,9,34,"Fig. 9.34. Phase 8 F18038 running under area of W9704, looking north. Phase 9 destruction deposits seen in section below. (p05Z3-0600) ",p05Z3-0600,p05Z3-0600.tif,tif,
Figure 9.35,Figure,9,35,"Fig. 9.35. W9626 and W9704 after removal (visible in the balk) with Phase 8 F18038 below, looking east. Phase 8 F18037 shown after removal of W9728. F18402 below F18037, both Phase 8. (p05Z3-0609) ",p05Z3-0609,p05Z3-0609.tif,tif,
Figure 9.36,Figure,9,36,"Fig. 9.36. Detail of Phase 8 F18042 running under W9728, looking northeast. (p05Z3-0601) ",p05Z3-0601,p05Z3-0601.tif,tif,
Figure 9.37,Figure,9,37,"Fig. 9.37. Center: Phase 8 pit L9766, looking east. Background: Phase 8/7? pit L9762, surrounded by Phase 9 destruction debris L9779. (p05Z3-0611) ",p05Z3-0611,p05Z3-0611.tif,tif,
Figure 9.38,Figure,9,38,"Fig. 9.38. Thumbnail plan of Phase 9, AI/32. For details, see Plan 5. (d09Z3-1234) ",d09Z3-1234,d09Z3-1234.tif,tif,
Figure 9.39,Figure,9,39,"Fig. 9.39. Right: sections of fallen ceiling/roof plaster lying against trough L9982. Left (west): mudbricks and stones fallen from W18048, looking north. (p05Z3-0610) ",p05Z3-0610,p05Z3-0610.tif,tif,
Figure 9.40,Figure,9,40,"Fig. 9.40. Section of fallen ceiling/roof plaster and Phases 8–9 W18048 below W9140(S), looking south. (p06Z3-0004) ",p06Z3-0004,p06Z3-0004.tif,tif,
Figure 9.41,Figure,9,41,"Fig. 9.41. Southern end of trough L9982, looking west; note its fragile state. Left: W9800 just visible in southern balk. (p05Z3-0612) ",p05Z3-0612,p05Z3-0612.tif,tif,
Figure 9.42,Figure,9,42,"Fig. 9.42. Phase 9 Courtyard 9795 after removal of trough L9982, looking north. Left (west): stone floor. Right (east): dirt floor and “tripod” stones. (p05Z3-0619) ",p05Z3-0619,p05Z3-0619.tif,tif,
Figure 9.43,Figure,9,43,"Fig. 9.43. Right: part of fragmentary eastern wall of trough L9982 (numbered here W9804), looking southwest. (p05Z3-0613) ",p05Z3-0613,p05Z3-0613.tif,tif,
Figure 9.44,Figure,9,44,"Fig. 9.44. Phase 9 destruction on F9981, below base of Phase 7 W9728 and Phase 6 W9266, looking west. (p05Z3-0614) ",p05Z3-0614,p05Z3-0614.tif,tif,
Figure 9.45,Figure,9,45,"Fig. 9.45. Phase 9 destruction debris, looking east. Lower right: doorway in W9800. (p06Z3-0003) ",p06Z3-0003,p06Z3-0003.tif,tif,
Figure 9.46,Figure,9,46,"Fig. 9.46. Phase 9 trough L9982, looking west. W9804–poorly preserved southern part of eastern side of the installation. L9805–low bin at eastern side of trough. (p05Z3-0616) ",p05Z3-0616,p05Z3-0616.tif,tif,
Figure 9.47,Figure,9,47,"Fig. 9.47. Phase 9 trough L9982 and bin L9805, looking west. Note basalt bowl and upper grinding stone near the bin. (p08Z3-1141) ",p08Z3-1141,p08Z3-1141.tif,tif,
Figure 9.48,Figure,9,48,"Fig. 9.48. View of completely excavated trough complex, looking northeast. Note “tripod” stones to the right and the difference in flooring left and right of trough. Lower right: burnt debris in eastern balk. (p08Z3-1145) ",p08Z3-1145,p08Z3-1145.tif,tif,
Figure 9.49,Figure,9,49,"Fig. 9.49. View of eastern part of trough, looking north. Line of irregular stones at right of trough is part of its interior’s makeup. (p08Z3-1146) ",p08Z3-1146,p08Z3-1146.tif,tif,
Figure 9.50,Figure,9,50,Fig. 9.50. Top and side (looking west) views of trough L9982. (d09Z3-1235) ,d09Z3-1235,d09Z3-1235.tif,tif,
Figure 9.51,Figure,9,51,"Fig. 9.51. Section of trough L9982 showing its makeup, looking north. (d10Z3-1236) ",d10Z3-1236,d10Z3-1236.tif,tif,
Figure 9.52,Figure,9,52,"Fig. 9.52. View along W18229a to juncture with stone pier, below W18048, looking west. Furnace L18308 is seen in F18289 (south of W18229a). Far left: installation L18275. Lower right: silty bricks of W18349a, almost aligned with stone pier in W18229a. Below W18048–depression with pot bellows on F18286. (p05Z3-0622) ",p05Z3-0622,p05Z3-0622.tif,tif,
Figure 9.53,Figure,9,53,"Fig. 9.53. Juncture of W18229b and W18349b, looking east. Just above W18229 number plaque is the central stone pier of W18229a, after removal of rammed earth; continuation of rammed-earth section visible to east of stone pier (compare to Fig. 9.57). (p08Z3-1208)",p08Z3-1208,p08Z3-1208.tif,tif,
Figure 9.54,Figure,9,54,"Fig. 9.54. Western end of Phase 10c W18229b, looking northwest, after removal of rammed-earth sections of W18229a. The base of Phases 8–9 W18048 is higher to the north of W18229 than to the south. (p05Z3-0625) ",p05Z3-0625,p05Z3-0625.tif,tif,
Figure 9.55,Figure,9,55,"Fig. 9.55. Western end of Phase 10c W18229b, looking southwest. Lower left: lower stone socle of W18349b. (p05Z3-0623) ",p05Z3-0623,p05Z3-0623.tif,tif,
Figure 9.56,Figure,9,56,Fig. 9.56. Juncture of rammed-earth section of W18229a with stone pier below and incorporated into W18048; note stones of W18229b below W18229a. Under W18048 and near W18229b–depression with pot bellows. (p05Z3-0618) ,p05Z3-0618,p05Z3-0618.tif,tif,
Figure 9.57,Figure,9,57,"Fig. 9.57. Stone socles of W9909a and W9915a after removal of mudbrick upper stages, looking north. Note narrowness of W18048, which was partially buttressed against W9915a. Bottom right: W18229. Right: western stone pier of W18229a incorporated into W18048. Compare to Fig. 9.54. before the southern, deeper part of W18048 was removed. (p08Z3-1276)",p08Z3-1276,p08Z3-1276.tif,tif,
Figure 9.58,Figure,9,58,"Fig. 9.58. W9915 and W9909 after removal of upper mudbrick part and most of W18048, looking east. Clearly visible is the seam where the southernmost part of Phases 8–9 W18048 was built up against the earlier stone pier of W18229. (p05Z3-0637) ",p05Z3-0637,p05Z3-0637.tif,tif,
Figure 9.59,Figure,9,59,"Fig. 9.59. Phase 10a floors, looking north. Note top of W18229 appearing as a faint dark stripe. (p5Z3-0620) ",p05Z3-0620,p05Z3-0620.tif,tif,
Figure 9.60,Figure,9,60,Fig. 9.60. a: Schematic section showing relation of W18229 to floors to its south in Phase 10 (stages xi–xiii); b: Schematic sections showing relation of Phases 10–11 walls to floors north of W18229 (looking east) and to W9915 and W18349 (looking north). (d09Z3-1240) ,d09Z3-1240,d09Z3-1240.tif,tif,
Figure 9.61,Figure,9,61,"Fig. 9.61. Thumbnail plan of Phase 10a, AI/32. For details, see Plan 4. (d09Z3-1237) ",d09Z3-1237,d09Z3-1237.tif,tif,
Figure 9.62,Figure,9,62,Fig. 9.62. Bones in pit 18347. (p05Z3-0621) ,p05Z3-0621,p05Z3-0621.tif,tif,
Figure 9.63,Figure,9,63,"Fig. 9.63. Thumbnail plan of Phase 10b, AI/32. For details, see Plan 3. (d09Z3-1238) ",d09Z3-1238,d09Z3-1238.tif,tif,
Figure 9.64,Figure,9,64,"Fig. 9.64. Phase 10b F18244 and W18229a, looking north. (p05Z3-0627) ",p05Z3-0627,p05Z3-0627.tif,tif,
Figure 9.65,Figure,9,65,"Fig. 9.65. Phases 10b–c installation L18275 and clay basins/ floors L18298 and L18082 south of W18296, looking north. (p05Z3-0258) ",p05Z3-0258,p05Z3-0258.tif,tif,
Figure 9.66,Figure,9,66,"Fig. 9.66. Compacted rammed earth to east and west of central stone pier in W18229a, looking north. Phase 10b furnace L18308 just appearing through F18289. (p05Z3-0615) ",p05Z3-0615,p05Z3-0615.tif,tif,
Figure 9.67,Figure,9,67,"Fig. 9.67. Section in AI/33, looking north, showing Phases 10–11 below Phase 9 W9262d. (d09Z1-1026) ",d09Z1-1026,d09Z1-1026.tif,tif,
Figure 9.68,Figure,9,68,"Fig. 9.68. W18229a, looking east. Background left: silty mudbricks of W18349a just appearing. (p05Z3-0631) ",p05Z3-0631,p05Z3-0631.tif,tif,
Figure 9.69,Figure,9,69,"Fig. 9.69. Thumbnail plan of Phase 10c, AI/32. For details, see Plan 2. (d09Z3-1241) ",d09Z3-1241,d09Z3-1241.tif,tif,
Figure 9.70,Figure,9,70,"Fig. 9.70. Temporary balk in southern part of AI/32, looking south. Note multiple white ashy layers and two thicker firing pits above centimeter stick. (p05Z3-0632) ",p05Z3-0632,p05Z3-0632.tif,tif,
Figure 9.71,Figure,9,71,"Fig. 9.71. Drawing of temporary east–west balk across AI/32, looking north at multiple layers of ashy material accumulated from metallurgical activities. Note especially fire pit L18361. (d09Z3-1242) ",d09Z3-1242,d09Z3-1242.tif,tif,
Figure 9.72,Figure,9,72,"Fig. 9.72. AI/32, looking west at one of the rare examples of a fire pit (L18380) that could be traced. (p05Z3-0636) ",p05Z3-0636,p05Z3-0636.tif,tif,
Figure 9.73,Figure,9,73,"Fig. 9.73. Interior of furnace L18308, looking north. Note juglet above centimeter stick, in the depression that led to the opening in the furnace wall. (p05Z3-0628) ",p05Z3-0628,p05Z3-0628.tif,tif,
Figure 9.74,Figure,9,74,"Fig. 9.74. Notch at furnace base, probably used for inserting the tip of a tuyère. Also visible — furnace floor and fieldstone foundation. (p08Z3-1277) ",p08Z3-1277,p08Z3-1277.tif,tif,
Figure 9.75,Figure,9,75,"Fig. 9.75. Furnace L18308, looking east. Left: W18229b. (p05Z3-0629) ",p05Z3-0629,p05Z3-0629.tif,tif,
Figure 9.76,Figure,9,76,"Fig. 9.76. After removal of installation L18275, looking west (AI/32). L18324–a set of nine small post holes probably used to support a flimsy barrier built against the installation. (p06Z3-0024) ",p06Z3-0024,p06Z3-0024.tif,tif,
Figure 9.77,Figure,9,77,"Fig. 9.77. Installation L18275, looking north. (p08Z3-1204) ",p08Z3-1204,p08Z3-1204.tif,tif,
Figure 9.78,Figure,9,78,"Fig. 9.78. Detail of partially removed clay basin/floor L18298, looking south. (p05Z3-0259) ",p05Z3-0259,p05Z3-0259.tif,tif,
Figure 9.79,Figure,9,79,"Fig. 9.79. Center front: W18229a, looking east. Phase 10b–c Furnace L18308 to right of W18229. North of W18229– Phase 10c Rooms 18313 and 18286, divided by W18349b. (p05Z3-0634) ",p05Z3-0634,p05Z3-0634.tif,tif,
Figure 9.80,Figure,9,80,"Fig. 9.80. Pit L18347 in section below Wall 9262, looking north. Left: F18337 may run under W18349b. (p05Z3-0639) ",p05Z3-0639,p05Z3-0639.tif,tif,
Figure 9.81,Figure,9,81,"Fig. 9.81. The pot bellows as found on F18286 adjacent to W18229a, looking west. (p05Z3-0635) ",p05Z3-0635,p05Z3-0635.tif,tif,
Figure 9.82,Figure,9,82,Fig. 9.82. Probe in AI/32. Phase 11 dumping activities above undifferentiated fills of Phase 12. (p08Z3-1472) ,p08Z3-1472,p08Z3-1472.tif,tif,
Figure 9.83,Figure,9,83,"Fig. 9.83. Phase 11 debris sloping from east to west, looking north. (p08Z3-1194) ",p08Z3-1194,p08Z3-1194.tif,tif,
Figure 9.84,Figure,9,84,"Fig. 9.84. Deep sounding in Phase 12 in AI/32, looking east. (p05Z3-0638) ",p05Z3-0638,p05Z3-0638.tif,tif,
Figure 9.85a,Figure,9,85a,Fig. 9.85a. Locus genealogy for AI/32 (Phases 6–8). (d09Z3-1252) ,d09Z3-1252,d09Z3-1252.tif,tif,
Figure 9.85b,Figure,9,85b,Fig. 9.85b. Locus genealogy for AI/32 (Phases 9–11). (d09Z3-2052) ,d09Z3-2052,d09Z3-2052.tif,tif,
Figure 9.85c,Figure,9,85c,Fig. 9.85c. Locus genealogy for AI/32 (Phase 12). (d09Z3-2053) ,d09Z3-2053,d09Z3-2053.tif,tif,
Figure 10.1,Figure,10,1,"Fig. 10.1. Dennis Stanfill (right) and volunteer excavating layer of reed-mat material inside W9275a, looking north (photograph courtesy of Andrew Stewart). (p10Z3-0075) ",p10Z3-0075,p10Z3-0075.tif,tif,
Figure 10.2,Figure,10,2,"Fig. 10.2. Thumbnail plan of Phase 5, AI/33. For details, see Plan 10. (d09Z3-1244) ",d09Z3-1244,d09Z3-1244.tif,tif,
Figure 10.3,Figure,10,3,"Fig. 10.3. Juncture of north–south W9684 with east–west W9729 on top of W9262. Three phases of W9262 are visible. From bottom: a: mudbricks, b: stone socle, c: mudbricks. (p08Z3-1246) ",p08Z3-1246,p08Z3-1246.tif,tif,
Figure 10.4,Figure,10,4,"Fig. 10.4. Thumbnail plan of Phase 6, AI/33. For details, see Plans 8–9. (d09Z3-1245) ",d09Z3-1245,d09Z3-1245.tif,tif,
Figure 10.5,Figure,10,5,"Fig. 10.5. Thumbnail plan of Phase 7, AI/33. For details, see Plan 7. (d09Z3-1246) ",d09Z3-1246,d09Z3-1246.tif,tif,
Figure 10.6,Figure,10,6,"Fig. 10.6. Corner of W9211 and W9684, looking north. Northern thicker part of the stone collapse (L9816) that covered the skeleton and the smashed jars (some of which are showing below the meter stick). (p08Z3-1250) ",p08Z3-1250,p08Z3-1250.tif,tif,
Figure 10.7,Figure,10,7,"Fig. 10.7. Pottery found in wall collapse debris on F9816, suggesting material stored on a shelf (photograph courtesy of Andrew Stewart). (p10Z3-0078) ",p10Z3-0078,p10Z3-0078.tif,tif,
Figure 10.8,Figure,10,8,"Fig. 10.8. F9816, before exposure of the skeleton, looking southeast. (p08Z3-1247) ",p08Z3-1247,p08Z3-1247.tif,tif,
Figure 10.9,Figure,10,9,"Fig. 10.9. F9816 before the skeleton was discovered against W9841 on the south, looking north. Left and top: W9275b (stone socle) abuts W9211. (p08Z3-1121) ",p08Z3-1121,p08Z3-1121.tif,tif,
Figure 10.10,Figure,10,10,"Fig. 10.10. The skeleton against W9841 after partial clearance, looking south. Note remaining stone collapse above skull. (p08Z3-1248) ",p08Z3-1248,p08Z3-1248.tif,tif,
Figure 10.11,Figure,10,11,"Fig. 10.11. The almost completely exposed skeleton, looking west. (p08Z3-1249) ",p08Z3-1249,p08Z3-1249.tif,tif,
Figure 10.12,Figure,10,12,"Fig. 10.12. Thumbnail plan of Phase 8, AI/33. For details, see Plan 6. (d09Z3-1247) ",d09Z3-1247,d09Z3-1247.tif,tif,
Figure 10.13,Figure,10,13,"Fig. 10.13. Thumbnail plan of Phase 9, AI/33. For details, see Plan 5. (d09Z3-1248) ",d09Z3-1248,d09Z3-1248.tif,tif,
Figure 10.14,Figure,10,14,"Fig. 10.14. Basin-shaped F9928 and in situ jar, looking north. Left: Phase 7–8? W9275a-b (above Phase 9 W18481, not yet exposed). F9928 did not reach W9275, but did reach W18481 below. Background: top of W18516 below W9211. (p08Z3-1253) ",p08Z3-1253,p08Z3-1253.tif,tif,
Figure 10.15,Figure,10,15,"Fig. 10.15. Corner where F9928 slopes up onto W9211 and reaches W18481 below W9275, looking northwest (photograph courtesy of Andrew Stewart). (p10Z3-0076) ",p10Z3-0076,p10Z3-0076.tif,tif,
Figure 10.16,Figure,10,16,"Fig. 10.16. F9927, F9928 and W9684, looking southeast. Note how the two floors slope up to form a kind of ridge. Below this ridge is W9961. (p08Z3-1287) ",p08Z3-1287,p08Z3-1287.tif,tif,
Figure 10.17,Figure,10,17,"Fig. 10.17. Phase 9 W18481, W18516 (below W9211), W9684, looking north. Note doorways in the back between W18516 and W18481 (blocked) and in W18481 (lower left). Center: Phase 10 W18515 and L18509, the floor makeup of F9971. (p08Z3-1260) ",p08Z3-1260,p08Z3-1260.tif,tif,
Figure 10.18,Figure,10,18,"Fig. 10.18. Detail of L18482, the doorway in W18481, looking east. (p08Z3-1257) ",p08Z3-1257,p08Z3-1257.tif,tif,
Figure 10.19,Figure,10,19,"Fig. 10.19. W9262d (stone socle), looking west. Probable doorway/threshold leading south, below meter stick. Right: stone socle of W9275 above bigger stones of W18481, both abutting W9262. (p08Z3-1256) ",p08Z3-1256,p08Z3-1256.tif,tif,
Figure 10.20,Figure,10,20,Fig. 10.20. W9262a–b and W9275a–b (mudbrick on stone socle). W9262c–d (mudbrick on stone socle) goes with W18481 (not visible). Center right: W9961 abuts W18481 below W9275. (p08Z3-1254) ,p08Z3-1254,p08Z3-1254.tif,tif,
Figure 10.21,Figure,10,21,"Fig. 10.21. Thumbnail plan of Phase 10a, AI/33. For details, see Plan 4. (d09Z3-1249) ",d09Z3-1249,d09Z3-1249.tif,tif,
Figure 10.22,Figure,10,22,"Fig. 10.23. Corner of W18515 and W18514, just visible below stone socle W9262d, looking southeast. (p08Z3-1261) ",p08Z3-1259,p08Z3-1259.tif,tif,
Figure 10.23,Figure,10,23,Fig. 10.22. W9961 abutting W18481 and floating over Phase 10 W18515. (p08Z3-1259) ,p08Z3-1261,p08Z3-1261.tif,tif,
Figure 10.24,Figure,10,24,"Fig. 10.24. L18509 (makeup of F9971) reaching W18514 and W18515, looking southeast. (p08Z3-1262) ",p08Z3-1262,p08Z3-1262.tif,tif,
Figure 10.25,Figure,10,25,"Fig. 10.25. W18503, stone socle and mudbrick courses, looking east. (p08Z3-1258) ",p08Z3-1258,p08Z3-1258.tif,tif,
Figure 10.26,Figure,10,26,"Fig. 10.26. Phase 10b W18503 directly below Phase 9 W18481, looking north. Note lower unexcavated course of W18515 in section below. (p08Z3-1193) ",p08Z3-1193,p08Z3-1193.tif,tif,
Figure 10.27,Figure,10,27,Fig. 10.27. Bricks of W9466 at base of pit L9251. Above the bricks: fire pit characteristic of the Phase 10 metalworking activity in the area (photograph courtesy of Andrew Stewart). (p08Z3-1470) ,p08Z3-1470,p08Z3-1470.tif,tif,
Figure 10.28,Figure,10,28,"Fig. 10.28. Schematic cutaway 3D sections of walls in AI/33, looking east (left) and south (right). (d10Z1-1123) ",d10Z1-1123,d10Z1-1123.tif,tif,
Figure 10.29,Figure,10,29,Fig. 10.29. Locus genealogy for AI/33. (d09Z3-1252) ,d09Z3-1251,d09Z3-1251.tif,tif,
Figure 11.1,Figure,11,1,"Fig. 11.1. F9754 cut by Phase 1 drain L9698 and W9085, looking south. (p08Z3-1153) ",p08Z3-1153,p08Z3-1153.tif,tif,
Figure 11.2,Figure,11,2,"Fig. 11.2. F9793–a resurfacing of F9754, looking north. (p08Z3-1150) ",p08Z3-1150,p08Z3-1150.tif,tif,
Figure 11.3,Figure,11,3,"Fig. 11.3. Assyrianizing bowl in L9752, looking southwest. (p08Z3-1148) ",p08Z3-1148,p08Z3-1148.tif,tif,
Figure 11.4,Figure,11,4,Fig. 11.4. Locus genealogy for AI/34. (d09Z3-1253) ,d09Z3-1253,d09Z3-1253.tif,tif,
Figure 12.1,Figure,12,1,"Fig. 12.1. Thumbnail plan of Phase 6, AJ/34. For details, see Plans 8–9. (d09Z3-1254) ",d09Z3-1254,d09Z3-1254.tif,tif,
Figure 12.2,Figure,12,2,"Fig. 12.2. Phase 6b F9179 bounded on the north by W9216 and the west by W9180, looking north. Foreground: L9202, possible robber trench of W9211. Right: pit L9680 that robbed out W9904 (photograph courtesy of Andrew Stewart). (p10Z3-0077) ",p10Z3-0077,p10Z3-0077.tif,tif,
