column,Question #,Rename Column,count_not_blank,count_unique,max_word_count,mean_word_count,max_char_length,mean_char_length,Important for Analysis,Section,Sub-Section
"Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - Institutional Review Board (IRB), Ethics Board, Tribal Review Board or similar application - Indigenous Peoples",32,"[PRACTICES BEFORE SHARING] IRB, Ethics, Tribal board review - Indigenous Peoples",394,3,2,1.187817259,18,5.725888325,,CARE,Authority to Control
"Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - Institutional Review Board (IRB), Ethics Board, Tribal Review Board or similar application - Descendant Communities",32,"[PRACTICES BEFORE SHARING] IRB, Ethics, Tribal board review - Descendant Communities",394,3,2,1.162436548,22,5.944162437,,CARE,Authority to Control
Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - Case by case basis - Indigenous Peoples,32,[PRACTICES BEFORE SHARING] Case by case - Indigenous Peoples,394,3,2,1.411167513,18,9.091370558,,CARE,Authority to Control
Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - Case by case basis - Descendant Communities,32,[PRACTICES BEFORE SHARING] Case by case - Descendant Communities,394,3,2,1.352791878,22,9.510152284,,CARE,Authority to Control
Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - No protocols - Indigenous Peoples,32,[PRACTICES BEFORE SHARING] No protocols - Indigenous Peoples,394,3,2,1.223350254,18,6.258883249,,CARE,Authority to Control
Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - No protocols - Descendant Communities,32,[PRACTICES BEFORE SHARING] No protocols - Descendant Communities,394,3,2,1.218274112,22,7.045685279,,CARE,Authority to Control
Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - Other (explain) - Indigenous Peoples,32,[PRACTICES BEFORE SHARING] Other - Indigenous Peoples,394,3,2,1.07106599,18,4.045685279,,CARE,Authority to Control
Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - Other (explain) - Descendant Communities,32,[PRACTICES BEFORE SHARING] Other - Descendant Communities,394,3,2,1.065989848,22,4.223350254,,CARE,Authority to Control
Which practices do you use before sharing Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data? - Other (explain) - Text,32,[PRACTICES BEFORE SHARING] Other - text,393,44,62,2.643765903,363,13.66412214,,CARE,Authority to Control
"Do you require Free, Prior, Informed Consent from Indigenous Peoples and/or Descendant Communities related to the acquisition, use, archiving, publishing, or reuse of data related to them? (Yes / No, please elaborate)
(Reminder: Keep your response general to not reveal personal or institutional details.)",33,"[INFOMRMED CONSENT REQUIRED] Yes, No - text",389,202,77,7.812339332,479,45.75835476,,CARE,Authority to Control
"Do you have processes that have been developed in collaboration with Indigenous Peoples and/or Descendant Communities about access, sharing, and use of data? (Yes / No, please elaborate)
(Reminder: Keep your response general to not reveal personal or institutional details.)",34,"[COLLABORATIVE PROCESSES DEVELPED] Yes, No - text",390,192,67,6.312820513,498,36.81794872,,CARE,Authority to Control
"If you answered ""Yes"" to the previous question, describe how you evaluate the effectiveness of those processes:",35,[COLLABORATIVE PROCESSES EFFICACY] Text,387,98,52,3.687338501,353,21.05167959,,CARE,Authority to Control
Do you encourage relationship-building with local Indigenous Peoples and/or Descendant Communities? Please explain.,36,[RELATIONSHIP BUILDING ENCOURAGED] Text,384,256,122,12.52864583,720,78.09375,,CARE,Responsibility
"If you're responding for an organization: Do you provide funds or other resources for Indigenous Peoples and/or Descendant Communities to build community capacity in the creation, collection, management, security, governance and application of data? Please explain and highlight any rules or limitations.",37,[FUNDS FOR CAPACITY BUILDING] Text,368,101,69,4.10326087,425,22.70108696,,CARE,Responsibility
"Do you attribute (such as through acknowledgment, authorship, or in metadata) Indigenous Peoples and/or Descendant Communities in work products (e.g. publications, reports, back-end information, inventories, catalog records, finding aids)? Please explain.",38,"[DO YOU ATTRIBUTE] Yes, No - text",379,215,142,6.973614776,808,43.40105541,,CARE,Responsibility
"Do you look for attribution (e.g. acknowledgement, authorship or in metadata) of Indigenous Peoples and/or Descendant Communities when you access/reuse data? - Selected Choice",39,"[DO YOU LOOK FOR ATTRIBUTION] Yes, No, Sometimes",385,4,2,1.176623377,19,5.579220779,,CARE,Responsibility
"Do you look for attribution (e.g. acknowledgement, authorship or in metadata) of Indigenous Peoples and/or Descendant Communities when you access/reuse data? - Sometimes (explain) - Text",39,"[DO YOU LOOK FOR ATTRIBUTION] Yes, No, Sometimes - text",382,53,71,2.829842932,425,14.35602094,,CARE,Responsibility
"How do you apply/implement Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ respective and unique ethical frameworks? (If you do not know or are unsure, please say so.)",40,[APPLICATION OF ETHICAL FRAMEWORKS] - text,368,219,97,9.627717391,559,57.98641304,,CARE,Ethics
What sensitivities are you aware of in the Indigenous Peoplesâ€™ and/or Descendant Communitiesâ€™ data that you manage?,41,[DATA SENSITIVIES] - text,364,227,109,11.77747253,735,75.51098901,,CARE,Ethics
"Do you include Indigenous Peoples and/or Descendant Communities in the interpretation and/or presentation of findings (e.g. scholarship, exhibits, tools, etc.)? - Selected Choice",42,"[INCLUSION IN INTERPRETATION AND PRESENTATION] Yes, No, I don't know, Sometimes",375,5,3,2.2,19,12.37866667,,CARE,Ethics
"Do you include Indigenous Peoples and/or Descendant Communities in the interpretation and/or presentation of findings (e.g. scholarship, exhibits, tools, etc.)? - Yes (explain how) - Text",42,[INCLUSION IN INTERPRETATION AND PRESENTATION] Yes - text,375,132,65,5.586666667,444,35.87466667,,CARE,Ethics
"Do you include Indigenous Peoples and/or Descendant Communities in the interpretation and/or presentation of findings (e.g. scholarship, exhibits, tools, etc.)? - Sometimes (explain) - Text",42,[INCLUSION IN INTERPRETATION AND PRESENTATION] Sometimes - text,375,58,63,3.608,431,20.288,,CARE,Ethics
Do you compensate Indigenous Peoples and/or Descendant Communities for participation in your work and/or research? - Selected Choice,43,"[COMPENSATION] Yes, No, I don't know, Sometimes",375,5,9,4.034666667,72,28.832,,CARE,Ethics
"Do you compensate Indigenous Peoples and/or Descendant Communities for participation in your work and/or research? - Yes (explain how- e.g. honorarium, meals, conference registration, etc.) - Text",43,[COMPENSATION] Yes - text,374,113,75,4.56684492,489,27.09625668,,CARE,Ethics
Do you compensate Indigenous Peoples and/or Descendant Communities for participation in your work and/or research? - Sometimes (explain) - Text,43,[COMPENSATION] Sometimes - text,375,42,73,2.912,442,15.49066667,,CARE,Ethics
Do you have administrative mechanisms for legal and/or ethical violations involving Indigenous Peoples and/or Descendant Communities? - Selected Choice,44,"[ADMIN FOR LEGAL OR ETHICAL VIOLATIONS] Yes, No, I don't know, Sometimes",375,5,3,1.701333333,19,7.370666667,,CARE,Ethics
Do you have administrative mechanisms for legal and/or ethical violations involving Indigenous Peoples and/or Descendant Communities? - Sometimes (explain) - Text,44,[ADMIN FOR LEGAL OR ETHICAL VIOLATIONS] Sometimes - text,375,44,49,2.314666667,309,11.824,,CARE,Ethics
"After taking this survey, are you interested in implementing FAIR practices?",45,[WANT TO IMPLEMENT FAIR?],374,4,6,3.032085561,34,15.52406417,Yes,General,General
"After taking this survey, are you interested in implementing CARE practices?",46,[WANT TO IMPLEMENT CARE?],374,4,6,3.152406417,34,16.2540107,Yes,General,General
Is there anything else you would like us to know that you have thought about during this survey?,47,[OTHER THOUGHTS],374,115,215,12.25935829,1414,72.3368984,,General,General
"Do you have any other comments about the survey (questions, theme, length, etc.)?",48,[SURVEY COMMENTS],373,95,492,9.168900804,3123,51.97855228,,General,General
